location,clinic_name,day,time_blocks,notes,is_closed
Jurong West,One Medical Clinic (Jurong West),Wed,8:30am - 2:00pm | 5:00pm - 9:00pm,,false
Jurong West,One Medical Clinic (Jurong West),Thurs,8:30am - 2:00pm | 5:00pm - 9:00pm,,false
Jurong West,One Medical Clinic (Jurong West),Fri,8:30pm - 2:00pm,,false
Jurong West,One Medical Clinic (Jurong West),Sat,9:00am - 12:30pm,,false
Jurong West,One Medical Clinic (Jurong West),Sun,9:00am - 12:30pm,,false
Jurong West,One Medical Clinic (Jurong West),PH,,Closed,true
Jurong West,Pinnacle Family Clinic (Tengah),Mon,8:00am - 1:00pm | 2:00pm - 4:00pm | 6:00pm - 9:00pm,(WhatsApp Only),false
Jurong West,Pinnacle Family Clinic (Tengah),Tues,8:00am - 1:00pm | 2:00pm - 3:30pm | 6:00pm - 9:00pm,,false
Jurong West,Pinnacle Family Clinic (Tengah),Wed,8:00am - 1:00pm | 2:00pm - 3:30pm,,false
Jurong West,Pinnacle Family Clinic (Tengah),Thurs,8:00am - 1:00pm | 2:00pm - 3:30pm | 6:00pm - 9:00pm,,false
Jurong West,Pinnacle Family Clinic (Tengah),Fri,8:00am - 1:00pm | 2:00pm - 3:30pm,,false
Jurong West,Pinnacle Family Clinic (Tengah),Sat,9:00am - 1:00pm,,false
Jurong West,Pinnacle Family Clinic (Tengah),Sun,,Closed,true
Jurong West,Pinnacle Family Clinic (Tengah),PH,,Closed,true
Jurong West,ProHealth Medical Group @ Taman Jurong,Mon,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Tues,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Wed,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Thurs,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Fri,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Sat,8:00am - 3:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,Sun,8:00am - 3:00pm | 6:00pm - 9:00pm,,false
Jurong West,ProHealth Medical Group @ Taman Jurong,PH,,As per non-PH operating hours,false
Jurong West,Raffles Medical (Jurong Point),Mon,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:30pm - 9:30pm,,false
Jurong West,Raffles Medical (Jurong Point),Tues,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:30pm - 9:30pm,,false
Jurong West,Raffles Medical (Jurong Point),Wed,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:30pm - 9:30pm,,false
Jurong West,Raffles Medical (Jurong Point),Thurs,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:30pm - 9:30pm,,false
Jurong West,Raffles Medical (Jurong Point),Fri,8:30am - 1:00pm | 2:00pm - 5:30pm | 6:30pm - 9:30pm,,false
Jurong West,Raffles Medical (Jurong Point),Sat,8:30am - 1:00pm,,false
Jurong West,Raffles Medical (Jurong Point),Sun,8:30am - 1:00pm,,false
Jurong West,Raffles Medical (Jurong Point),PH,,Closed,true
Jurong West,Shifa Clinic (Jurong),Mon,9:00am - 4:30pm,,false
Jurong West,Shifa Clinic (Jurong),Tues,9:00am - 4:30pm,,false
Jurong West,Shifa Clinic (Jurong),Wed,9:00am - 4:30pm,,false
Jurong West,Shifa Clinic (Jurong),Thurs,9:00am - 4:30pm,,false
Jurong West,Shifa Clinic (Jurong),Fri,9:00am - 4:30pm,,false
Jurong West,Shifa Clinic (Jurong),Sat,9:00am - 12:30pm,,false
Jurong West,Shifa Clinic (Jurong),Sun,,Closed,true
Jurong West,Shifa Clinic (Jurong),PH,,Closed,true
Jurong West,Tayka Medical Family Clinic,Mon,9:00am - 12:00pm | 2:00pm - 4:00pm | 7:00pm - 9:00pm,,false
Jurong West,Tayka Medical Family Clinic,Tues,9:00am - 12:00pm | 2:00pm - 4:00pm | 7:00pm - 9:00pm,,false
Jurong West,Tayka Medical Family Clinic,Wed,9:00am - 12:00pm | 2:00pm - 4:00pm | 7:00pm - 9:00pm,,false
Jurong West,Tayka Medical Family Clinic,Thurs,9:00am - 12:00pm | 2:00pm - 4:00pm | 7:00pm - 9:00pm,,false
Jurong West,Tayka Medical Family Clinic,Fri,9:00am - 12:00pm | 2:00pm - 4:00pm | 7:00pm - 9:00pm,,false
Jurong West,Tayka Medical Family Clinic,Sat,9:00am - 12:00pm,,false
Jurong West,Tayka Medical Family Clinic,Sun,,Closed,true
Jurong West,TC Family Clinic Pte Ltd,Mon,9:00am - 12:00pm | 6:30pm - 9:00pm,,false
Jurong West,TC Family Clinic Pte Ltd,Tues,9:00am - 12:00pm,,false
Jurong West,TC Family Clinic Pte Ltd,Wed,9:00am - 12:00pm | 1:30pm - 3:30pm,,false
Jurong West,TC Family Clinic Pte Ltd,Thurs,9:00am - 12:00pm,,false
Jurong West,TC Family Clinic Pte Ltd,Fri,9:00am - 12:00pm | 1:30pm - 3:30pm,,false
Jurong West,TC Family Clinic Pte Ltd,Sun,,Closed,true
Jurong West,TC Family Clinic Pte Ltd,PH,,Closed,true
Kallang,Frontier Medical 150 Associates (Towner Road),Mon,8:30am - 3:00pm | 6:00pm - 9:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Tues,8:30am - 3:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Wed,8:30am - 3:00pm | 6:00pm - 9:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Thurs,8:30am - 3:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Fri,8:30am - 3:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Sat,8:30am - 1:00pm,,false
Kallang,Frontier Medical 150 Associates (Towner Road),Sun,,Closed,true
Kallang,Frontier Medical 150 Associates (Towner Road),PH,,Closed,true
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Mon,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:00pm - 9:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Tues,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:00pm - 9:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Wed,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:00pm - 9:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Thurs,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:00pm - 9:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Fri,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Sat,8:30am - 1:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),Sun,8:30am - 1:00pm,,false
Kallang,Kindred Family 63 Clinic (Kallang Bahru),PH,,Closed,true
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Mon,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Tues,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Wed,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Thurs,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Fri,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Sat,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),Sun,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Lion Health 101 Clinic & Surgery (Boon Keng),PH,8:00am - 2:00pm | 5:00pm - 11:00pm,,false
Kallang,Low Medical 67 Clinic,Mon,8:00am - 12:00pm | 1:00pm - 3:00pm,,false
Kallang,Low Medical 67 Clinic,Tues,8:00am - 12:00pm | 1:00pm - 3:00pm,,false
Kallang,Low Medical 67 Clinic,Wed,8:00am - 12:00pm | 1:00pm - 3:00pm,,false
Kallang,Low Medical 67 Clinic,Thurs,8:00am - 12:00pm | 1:00pm - 3:00pm,,false
Kallang,Low Medical 67 Clinic,Fri,8:00am - 12:00pm | 1:00pm - 3:00pm,,false
Kallang,Low Medical 67 Clinic,Sat,8:00am - 11:30am,,false
Kallang,Low Medical 67 Clinic,Sun,,Closed,true
Kallang,Low Medical 67 Clinic,PH,,Closed,true
Kallang,Bridgepoint 39 Health (Kallang),Mon,8:30am - 1:00pm | 2:00pm - 10:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Tues,8:30am - 1:00pm | 2:00pm - 10:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Wed,8:30am - 1:00pm | 2:00pm - 10:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Thurs,8:30am - 1:00pm | 2:00pm - 10:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Fri,8:30am - 1:00pm | 2:00pm - 10:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Sat,8:30am - 6:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),Sun,8:30am - 6:00pm,,false
Kallang,Bridgepoint 39 Health (Kallang),PH,8:30am - 1:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Mon,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Tues,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Wed,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Thurs,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Fri,8:30am - 12:30pm | 6:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Sat,9:00am - 12:00pm,,false
Kallang,T Medical Clinic 5 Kallang,Sun,5:00pm - 9:00pm,,false
Kallang,T Medical Clinic 5 Kallang,PH,,"Closed, unless otherwise stated (To call the clinic to confirm)",false
Kent Ridge,Kent Ridge Clinic 1,Mon,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Kent Ridge Clinic 1,Tues,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Kent Ridge Clinic 1,Wed,,Closed,true
Kent Ridge,Kent Ridge Clinic 1,Thurs,9:00am - 1:00pm,,false
Kent Ridge,Kent Ridge Clinic 1,Fri,9:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Kent Ridge Clinic 1,Sat,,Closed,true
Kent Ridge,Kent Ridge Clinic 1,Sun,,Closed,true
Kent Ridge,Kent Ridge Clinic 1,PH,,Closed,true
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Mon,9:00am - 2:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Tues,9:00am - 2:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Wed,9:00am - 2:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Thurs,9:00am - 2:00pm | 6:00pm - 9:00pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Fri,9:00am - 2:00pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Sat,,Closed,true
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,Sun,9:00am - 12:30pm,,false
Kent Ridge,Normanton 63 Medical Clinic (Normanton Park) Pte Ltd,PH,,Closed,true
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Mon,8:30am - 5:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Tues,8:30am - 5:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Wed,8:30am - 5:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Thurs,8:30am - 5:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Fri,8:30am - 5:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Sat,8:30am - 12:30pm,,false
Kent Ridge,OneCare Clinic 1B (Kent Ridge),Sun,,Closed,true
Kent Ridge,OneCare Clinic 1B (Kent Ridge),PH,,Closed,true
Lavender,Belief Family Clinic,Mon,9:00am - 1:00pm | 2:00pm - 6:00pm,,false
Lavender,Belief Family Clinic,Tues,9:00am - 1:00pm | 2:00pm - 6:00pm,,false
Lavender,Belief Family Clinic,Wed,9:00am - 1:00pm | 2:00pm - 6:00pm,,false
Lavender,Belief Family Clinic,Thurs,9:00am - 1:00pm | 2:00pm - 6:00pm,,false
Lavender,Belief Family Clinic,Fri,9:00am - 1:00pm | 2:00pm - 6:00pm,,false
Lavender,Belief Family Clinic,Sat,9:00am - 12:00pm,,false
Lavender,Belief Family Clinic,Sun,,Closed,true
Lavender,Belief Family Clinic,PH,,Closed,true
Lavender,Pancare Medical Clinic (Lavender),Mon,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,(WhatsApp only),false
Lavender,Pancare Medical Clinic (Lavender),Tues,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Lavender,Pancare Medical Clinic (Lavender),Wed,8:00am - 1:00pm,,false
Lavender,Pancare Medical Clinic (Lavender),Thurs,8:00am - 1:00pm,,false
Lavender,Pancare Medical Clinic (Lavender),Fri,8:00am - 1:00pm,,false
Lavender,Pancare Medical Clinic (Lavender),Sat,8:00am - 1:00pm,,false
Lavender,Pancare Medical Clinic (Lavender),Sun,,Closed,true
Lavender,Pancare Medical Clinic (Lavender),PH,,Closed,true
Lakeside,Family Point Clinic and Surgery,Mon,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Lakeside,Family Point Clinic and Surgery,Tues,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Lakeside,Family Point Clinic and Surgery,Wed,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Lakeside,Family Point Clinic and Surgery,Thurs,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Lakeside,Family Point Clinic and Surgery,Fri,8:30am - 12:30pm | 2:00pm - 4:30pm,,false
Lakeside,Family Point Clinic and Surgery,Sat,8:30am - 12:30pm,,false
Lakeside,Family Point Clinic and Surgery,Sun,8:30am - 12:30pm,,false
Lakeside,Family Point Clinic and Surgery,PH,,Closed,true
Little India,Edgedale 40 Medical Clinic (Cambridge),Mon,9:00am - 12:00pm,,false
Little India,Edgedale 40 Medical Clinic (Cambridge),Tues,9:00am - 12:00pm,,false
Little India,Edgedale 40 Medical Clinic (Cambridge),Wed,9:00am - 12:00pm,,false
Little India,Edgedale 40 Medical Clinic (Cambridge),Thurs,9:00am - 12:00pm,,false
Little India,Edgedale 40 Medical Clinic (Cambridge),Fri,9:00am - 12:00pm,,false
Little India,Edgedale 40 Medical Clinic (Cambridge),Sat,,Closed,true
Little India,Edgedale 40 Medical Clinic (Cambridge),Sun,,Closed,true
Little India,Edgedale 40 Medical Clinic (Cambridge),PH,,Closed,true
Little India,ESC 1 Cardiovascular & Medical Clinic,Mon,9:00am - 5:00pm | 9:00am - 1:00pm,(WhatsApp Sat - Sun: Only),false
Little India,ESC 1 Cardiovascular & Medical Clinic,Tues,9:00am - 5:00pm | 9:00am - 1:00pm,(WhatsApp Sat - Sun: Only),false
Little India,ESC 1 Cardiovascular & Medical Clinic,Wed,9:00am - 5:00pm | 9:00am - 1:00pm,(WhatsApp Sat - Sun: Only),false
Little India,ESC 1 Cardiovascular & Medical Clinic,Thurs,9:00am - 5:00pm | 9:00am - 1:00pm,(WhatsApp Sat - Sun: Only),false
Little India,ESC 1 Cardiovascular & Medical Clinic,Fri,9:00am - 5:00pm | 9:00am - 1:00pm,(WhatsApp Sat - Sun: Only),false
Little India,ESC 1 Cardiovascular & Medical Clinic,PH,,Closed,true
Little India,HMI Medical 12 Centre,Mon,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Tues,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Wed,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Thurs,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Fri,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Sat,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,HMI Medical 12 Centre,Sun,8:00am - 12:00am | 8:00am - 12:00am,(WhatsApp PH: only),false
Little India,Little Haven Family Clinic,Mon,8:30am - 12:30pm | 4:30pm - 7:30pm | 8:30am - 12:30pm | 1:30pm - 5:30pm,(WhatsApp only) Tues - Fri:,false
Little India,Little Haven Family Clinic,Sun,,Closed,true
Little India,Little Haven Family Clinic,PH,,Closed,true
Little India,Shifa Clinic and Surgery (Little India),Mon,9:00am - 1:00pm | 2:00pm - 9:00pm | 9:00am - 1:00pm | 2:00pm - 7:00pm,(WhatsApp Only) Sat - Sun:,false
Little India,Shifa Clinic and Surgery (Little India),Tues,9:00am - 1:00pm | 2:00pm - 9:00pm | 9:00am - 1:00pm | 2:00pm - 7:00pm,(WhatsApp Only) Sat - Sun:,false
Little India,Shifa Clinic and Surgery (Little India),Wed,9:00am - 1:00pm | 2:00pm - 9:00pm | 9:00am - 1:00pm | 2:00pm - 7:00pm,(WhatsApp Only) Sat - Sun:,false
Little India,Shifa Clinic and Surgery (Little India),Thurs,9:00am - 1:00pm | 2:00pm - 9:00pm | 9:00am - 1:00pm | 2:00pm - 7:00pm,(WhatsApp Only) Sat - Sun:,false
Little India,Shifa Clinic and Surgery (Little India),Fri,9:00am - 1:00pm | 2:00pm - 9:00pm | 9:00am - 1:00pm | 2:00pm - 7:00pm,(WhatsApp Only) Sat - Sun:,false
Little India,Shifa Clinic and Surgery (Little India),PH,9:00am - 1:00pm | 2:00pm - 7:00pm,,false
Little India,Stella Maris Family Clinic & Surgery,Mon,8:00am - 1:00pm,,false
Little India,Stella Maris Family Clinic & Surgery,Tues,8:00am - 1:00pm,,false
Little India,Stella Maris Family Clinic & Surgery,Wed,8:00am - 1:00pm | 2:00pm - 6:30pm,,false
Little India,Stella Maris Family Clinic & Surgery,Thurs,2:00pm - 5:00pm,,false
Little India,Stella Maris Family Clinic & Surgery,Fri,8:00am - 1:00pm | 2:00pm - 5:30pm,Closed,false
Little India,Stella Maris Family Clinic & Surgery,Sat,9:00am - 1:00pm | 4:00pm - 6:30pm,,false
Little India,Stella Maris Family Clinic & Surgery,Sun,1:30pm - 6:30pm,,false
Little India,Stella Maris Family Clinic & Surgery,PH,,Closed,true
Little India,57 Medical 41 Clinic (Pek Kio),Mon,8:00am - 1:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Tues,8:00am - 1:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Wed,8:00am - 1:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Thurs,6:00pm - 9:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Fri,8:00am - 1:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Sat,8:00am - 1:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),Sun,9:00am - 12:00pm,,false
Little India,57 Medical 41 Clinic (Pek Kio),PH,9:00am - 12:00pm,,false
Macpherson,Bartley Clinic,Mon,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Bartley Clinic,Tues,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Bartley Clinic,Wed,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Bartley Clinic,Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Bartley Clinic,Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Bartley Clinic,Sat,8:30am - 12:30pm,,false
Macpherson,Bartley Clinic,Sun,,Closed,true
Macpherson,Bartley Clinic,PH,,Closed,true
Macpherson,Bethesda Medical @MacPherson,Mon,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Tues,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Wed,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Thurs,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Fri,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Sat,8:30am - 12:30pm,,false
Macpherson,Bethesda Medical @MacPherson,Sun,,Closed,true
Macpherson,Care & Cure Medical Clinic and Surgery,Mon,8:30am - 3:30pm | 4:30pm - 9:00pm | 5:00pm - 9:00pm,(WhatsApp Only) Sat & Sun:,false
Macpherson,Care & Cure Medical Clinic and Surgery,Tues,8:30am - 3:30pm | 4:30pm - 9:00pm | 5:00pm - 9:00pm,(WhatsApp Only) Sat & Sun:,false
Macpherson,Care & Cure Medical Clinic and Surgery,Wed,8:30am - 3:30pm | 4:30pm - 9:00pm | 5:00pm - 9:00pm,(WhatsApp Only) Sat & Sun:,false
Macpherson,Care & Cure Medical Clinic and Surgery,Thurs,8:30am - 3:30pm | 4:30pm - 9:00pm | 5:00pm - 9:00pm,(WhatsApp Only) Sat & Sun:,false
Macpherson,Care & Cure Medical Clinic and Surgery,Fri,8:30am - 3:30pm | 4:30pm - 9:00pm | 5:00pm - 9:00pm,(WhatsApp Only) Sat & Sun:,false
Macpherson,Care & Cure Medical Clinic and Surgery,PH,,Closed,true
Macpherson,Care For You Medical Clinic,Mon,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Care For You Medical Clinic,Tues,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Care For You Medical Clinic,Wed,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Care For You Medical Clinic,Thurs,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Care For You Medical Clinic,Fri,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Care For You Medical Clinic,Sat,8:00am - 12:00pm,,false
Macpherson,Care For You Medical Clinic,Sun,,Closed,true
Macpherson,Care For You Medical Clinic,PH,,Closed,true
Macpherson,FairCare Family Clinic (Macpherson),Mon,8:30am - 9:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Tues,8:30am - 9:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Wed,8:30am - 9:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Thurs,8:30am - 9:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Fri,8:30am - 9:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Sat,8:30am - 1:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),Sun,8:30am - 1:00pm,,false
Macpherson,FairCare Family Clinic (Macpherson),PH,,Refer to google opening hours,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Mon,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 9:00pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Tues,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 9:00pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Wed,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 9:00pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Thurs,8:30am - 12:30pm | 2:00pm - 4:30pm | 6:30pm - 9:00pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Fri,8:30am - 12:30pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Sat,8:30am - 12:30pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,Sun,8:30am - 12:30pm,,false
Macpherson,Healthlink 5 Medical Clinic & Surgery Pte Ltd,PH,8:30am - 12:30pm,(except some PH; to call the clinic to confirm),false
Macpherson,HeartlandHealth (Circuit Road),Mon,7:00am - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Tues,7:00am - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Wed,7:00am - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Thurs,7:00am - 1:00pm | 6:00pm - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Fri,7:00am - 1:00pm | 6:00pm - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Sat,7:00am - 1:00pm | 6:00pm - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),Sun,7:00am - 1:00pm | 6:00pm - 11:00pm,,false
Macpherson,HeartlandHealth (Circuit Road),PH,7:00am - 1:00pm | 6:00pm - 11:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Mon,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Tues,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Wed,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Sat,8:30am - 1:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),Sun,8:30am - 1:00pm,,false
Macpherson,Kindred Family Clinic (MacPherson),PH,,Closed,true
Macpherson,Lee & Tan Family Clinic and Surgery,Mon,9:00am - 12:00pm | 1:00pm - 3:30pm | 7:00pm - 9:30pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Tues,9:00am - 12:00pm | 1:00pm - 3:30pm | 7:00pm - 9:30pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Wed,9:00am - 12:00pm | 1:00pm - 3:30pm | 7:00pm - 9:30pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Thurs,9:00am - 12:00pm | 1:00pm - 3:30pm | 7:00pm - 9:30pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Fri,9:00am - 12:00pm | 1:00pm - 3:30pm | 7:00pm - 9:30pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Sat,9:00am - 12:00pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,Sun,9:00am - 12:00pm,,false
Macpherson,Lee & Tan Family Clinic and Surgery,PH,,Closed,true
Macpherson,LifeCare Medical Centre,Mon,8:30am - 3:00pm | 6:30pm - 9:00pm,,false
Macpherson,LifeCare Medical Centre,Tues,8:30am - 3:00pm | 6:30pm - 9:00pm,,false
Macpherson,LifeCare Medical Centre,Wed,8:30am - 3:00pm | 6:30pm - 9:00pm,,false
Macpherson,LifeCare Medical Centre,Thurs,8:30am - 3:00pm | 6:30pm - 9:00pm,,false
